_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active,Year,Outbreak Duration (days)
5042,Lakeshore Lodge - 4th Fl,3197 Lakeshore Blvd W,ltch,respiratory,COVID-19,N/A,2024-07-15,2024-07-23,n,2024,8
5043,Baycrest Apotex Centre - Jewish Home For The Aged - 6EI,3560 Bathurst St,ltch,respiratory,COVID-19,N/A,2024-07-15,2024-08-10,n,2024,26
5044,Belmont House - 5 Walker Wing,55 Belmont St,ltch,respiratory,COVID-19,N/A,2024-07-15,2024-07-22,n,2024,7
5045,Yee Hong Centre -Mcnicoll - 5th Fl,2311 McNicoll Ave,ltch,respiratory,Parainfluenza,N/A,2024-07-14,2024-07-26,n,2024,12
5046,One Keton Place  - 4th Fl,1 Kenton Pl,retirement home,respiratory,COVID-19,N/A,2024-07-12,2024-07-18,n,2024,6
5047,UHN - Toronto General Hospital - 7MA/B,200 Elizabeth St,hospital-acute care,respiratory,Metapneumovirus,N/A,2024-07-12,2024-07-16,n,2024,4
5048,Hawthorne Place Care Centre - Lily Way - 3rd Fl,2025 Finch Ave W,ltch,respiratory,COVID-19,N/A,2024-07-12,2024-07-22,n,2024,10
5049,Westside Long Term Care - 3rd Fl,1145 Albion Rd,ltch,respiratory,Parainfluenza,N/A,2024-07-11,2024-07-30,n,2024,19
5050,"Cummer Lodge - 2N, 2S & 4N",305 Cummer Ave,ltch,respiratory,Rhinovirus,N/A,2024-07-11,2024-08-04,n,2024,24
5051,"Villa Colombo (Ltch) - 3rd & 4th (Fidani), 2nd, 3rd & 4th (Fusco)",40 Playfair Ave,ltch,enteric,Norovirus,N/A,2024-07-11,2024-07-29,n,2024,18
5052,Baycrest Apotex Centre - Jewish Home For The Aged - 2RF,3560 Bathurst St,ltch,respiratory,COVID-19,N/A,2024-07-10,2024-07-19,n,2024,9
5053,Trillium Health Partners - Mccall Centre For Continuing Care - 3rd Fl,140 Sherway Dr,hospital-chronic care,respiratory,Rhinovirus,N/A,2024-07-09,2024-07-16,n,2024,7
5054,Westpark Long Term Care Centre - Humber/York,150 Emmett Ave,ltch,respiratory,COVID-19,N/A,2024-07-09,2024-07-29,n,2024,20
5055,McCall Centre for Continuing Care - 3rd Fl,140 Sherway Dr,hospital-chronic care,respiratory,COVID-19,N/A,2024-07-08,2024-07-15,n,2024,7
5056,"Don Mills Retirement Residence - 3rd, 5th & 7th Fl",2 Green Belt Dr,retirement home,respiratory,COVID-19,N/A,2024-07-08,2024-08-08,n,2024,31
5057,Kipling Acres Long-Term Care Home - Highfield,2233 Kipling Ave,ltch,respiratory,Influenza A (Not subtyped),N/A,2024-07-08,2024-07-17,n,2024,9
5058,Baycrest Apotex Centre - Jewish Home For The Aged - 7EI,3560 Bathurst St,ltch,respiratory,COVID-19,N/A,2024-07-08,2024-07-18,n,2024,10
5059,Extendicare Rouge Valley - Moorish Unit - 3rd Fl S,551 Collins Rd,ltch,respiratory,Rhinovirus,N/A,2024-07-08,2024-07-22,n,2024,14
5060,Ukranian Canadian Care Centre - 2nd Fl,60 Richview Rd,ltch,respiratory,COVID-19,N/A,2024-07-08,2024-07-18,n,2024,10
5061,TEHN- Michael Garron Hospital - A3,825 Coxwell Ave,hospital-acute care,respiratory,COVID-19,N/A,2024-07-08,2024-07-16,n,2024,8
5062,Nygh - Seniors' Health Centre - 2nd Fl,2111 Buchan Crt,ltch,respiratory,COVID-19,Enterovirus/ Rhinovirus,2024-07-07,2024-07-23,n,2024,16
5063,Nygh - Seniors' Health Centre - 4th Fl,2111 Buchan Crt,ltch,respiratory,Enterovirus/ Rhinovirus,N/A,2024-07-07,2024-07-13,n,2024,6
5064,Baycrest Apotex Centre - Jewish Home For The Aged - 3GS,3560 Bathurst St,ltch,respiratory,COVID-19,N/A,2024-07-07,2024-07-15,n,2024,8
5065,Baycrest Apotex Centre - Jewish Home For The Aged - 4RF,3560 Bathurst St,ltch,respiratory,COVID-19,N/A,2024-07-07,2024-07-22,n,2024,15
5066,Runnymede Healthcare Centre - 2E,625 Runnymede Rd,hospital-chronic care,respiratory,COVID-19,N/A,2024-07-06,2024-07-15,n,2024,9
5067,Baycrest Apotex Centre - Jewish Home For The Aged - 5RF,3560 Bathurst St,ltch,respiratory,COVID-19,N/A,2024-07-05,2024-07-17,n,2024,12
5068,Midland Gardens Care Community - 6th Fl,130 Midland Ave,ltch,respiratory,Rhinovirus,N/A,2024-07-04,2024-07-16,n,2024,12
5069,Extendicare Scarborough,3830 Lawrence Ave E,ltch,respiratory,COVID-19,N/A,2024-07-04,2024-07-29,n,2024,25
5070,North York General Hospital - General Site - 7N,4001 Leslie St,hospital-acute care,respiratory,COVID-19,N/A,2024-07-04,2024-07-12,n,2024,8
5071,Fudger House - 1 West,439 Sherbourne St,ltch,respiratory,COVID-19,N/A,2024-07-03,2024-07-22,n,2024,19
5072,Norfinch Care Community Nursing Home - 3B,22 Norfinch Dr,ltch,respiratory,COVID-19,N/A,2024-07-02,2024-07-15,n,2024,13
5073,The Village of Humber Heights - Alderwood,2245 Lawrence Ave W,ltch,respiratory,Parainfluenza,N/A,2024-07-02,2024-07-19,n,2024,17
5074,Chartwell Lansing Retirement Residence - 1st & 3rd Fl,10 Senlac Rd,ltch,respiratory,COVID-19,N/A,2024-06-30,2024-07-17,n,2024,17
5075,Sisters of St. Joseph - Unit 3 & 4,2 O'Connor Dr,hospital-chronic care,respiratory,COVID-19,N/A,2024-06-28,2024-07-06,n,2024,8
5076,Baycrest Hospital - Terraces 1st Fl,55 Ameer Ave,retirement home,respiratory,COVID-19,N/A,2024-06-28,2024-07-06,n,2024,8
5077,Kipling Acres - Humber Unit,2233 Kipling Ave,ltch,respiratory,Parainfluenza,N/A,2024-06-27,2024-07-08,n,2024,11
5078,The Kensington Gardens (South Building) - 4 East,25 Brunswick Ave,ltch,respiratory,Rhinovirus,N/A,2024-06-27,2024-07-08,n,2024,11
5079,Terraces of Baycrest Retirement Residence - 11th Fl,55 Ameer Ave,retirement home,respiratory,COVID-19,N/A,2024-06-27,2024-07-05,n,2024,8
5080,Wesburn Manor - 2 North,400 The West Mall,ltch,respiratory,Rhinovirus,N/A,2024-06-26,2024-07-11,n,2024,15
5081,Chartwell Westbury Long Term Care - 2nd Fl,495 The West Mall,ltch,respiratory,Parainfluenza,N/A,2024-06-26,2024-07-06,n,2024,10
5082,Leaside Retirement - 3rd Fl Building 10,10 William Morgan Dr,retirement home,enteric,Norovirus,N/A,2024-06-25,2024-07-07,n,2024,12
5083,Mindland Gardens Care Community - 6th Fl,130 Midland Ave,ltch,respiratory,COVID-19,N/A,2024-06-25,2024-07-04,n,2024,9
5084,"Kennedy Lodge - 2 & 3 South, Main North & 2 North",1400 Kennedy Rd,ltch,respiratory,COVID-19,N/A,2024-06-25,2024-07-18,n,2024,23
5085,Better Living at Thomspson House - 3rd Fl,1 Overland Dr,ltch,respiratory,Metapneumovirus,N/A,2024-06-24,2024-07-06,n,2024,12
5086,Baycrest Hospital - H3W,3560 Bathurst St,hospital-chronic care,respiratory,COVID-19,N/A,2024-06-24,2024-07-06,n,2024,12
5087,Terraces of Baycrest Retirement Residences - 8th Fl,55 Ameer Ave,retirement home,respiratory,COVID-19,N/A,2024-06-24,2024-07-02,n,2024,8
5088,Terraces of Baycrest Retirement Residence - 9th Fl,55 Ameer Ave,retirement home,respiratory,COVID-19,N/A,2024-06-23,2024-07-01,n,2024,8
5089,Runnymede Healthcare Centre - 3 East,625 Runnymede Rd,hospital-chronic care,respiratory,COVID-19,N/A,2024-06-23,2024-07-07,n,2024,14
5090,Weston Terrace Care Community - 2nd Fl,2005 Lawrence Ave W,ltch,respiratory,Rhinovirus,Enterovirus,2024-06-22,2024-07-01,n,2024,9
5091,North York General Hospital - Seniors' Health Centre - 1st Fl,2 Buchan Crt,ltch,respiratory,Enterovirus/ Rhinovirus,N/A,2024-06-21,2024-07-01,n,2024,10
5092,Baycrest Hospital - 7 East,3560 Bathurst St,hospital-chronic care,respiratory,COVID-19,N/A,2024-06-21,2024-07-06,n,2024,15
5093,Baycrest Hospital - H4W,3560 Bathurst St,hospital-chronic care,respiratory,COVID-19,N/A,2024-06-21,2024-06-29,n,2024,8
5094,Bendale Acres - 3rd Fl,2920 Lawrence Ave E,ltch,respiratory,Parainfluenza,N/A,2024-06-20,2024-06-26,n,2024,6
5095,"Nisbet Lodge - 6th,7th & 8th Fl (Team 2)",740 Pape Ave,ltch,respiratory,COVID-19,N/A,2024-06-20,2024-06-27,n,2024,7
5096,Shepherd Lodge - 3rd Fl South,3760 Sheppard Ave E,ltch,respiratory,COVID-19,N/A,2024-06-19,2024-06-24,n,2024,5
5097,Leaside Retirement Residence - 6th Fl Building 14,10 William Morgan Dr,retirement home,respiratory,COVID-19,N/A,2024-06-18,2024-06-25,n,2024,7
5098,Humber River Hospital - RCC Church Site - A2N,200 Church St,hospital-chronic care,respiratory,COVID-19,N/A,2024-06-18,2024-07-04,n,2024,16
5099,Mon Sheong Scarborough Long Term Care - 3rd Fl,2030 McNicoll Ave,ltch,respiratory,Parainfluenza,N/A,2024-06-17,2024-06-26,n,2024,9
5100,Southlake Regional Health Centre - RCC Finch Site - 6 West,2111 Finch Ave W,hospital-chronic care,respiratory,COVID-19,N/A,2024-06-17,2024-06-28,n,2024,11
5101,Yee Hong Centre - Scarborough - 1st & 3rd Fl,2311 McNicoll Ave,ltch,respiratory,Parainfluenza,N/A,2024-06-17,2024-07-12,n,2024,25
5102,UHN - Toronto Western Hospital - 4B,399 Bathurst St,hospital-acute care,enteric,Clostridium difficile,N/A,2024-06-17,2024-07-12,n,2024,25
5103,Cheltenham Care Community - 1st & 2nd Fl,5935 Bathurst St,ltch,respiratory,Parainfluenza,N/A,2024-06-17,2024-07-14,n,2024,27
5104,Presentation Manor - 4th Fl,61 Fairfox Cres,retirement home,respiratory,COVID-19,N/A,2024-06-17,2024-06-26,n,2024,9
5105,Runnymede Healthcare Centre - 3W,625 Runnymede Rd,hospital-chronic care,respiratory,COVID-19,N/A,2024-06-15,2024-06-28,n,2024,13
5106,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LSSE,2075 Bayview Ave,ltch,respiratory,Parainfluenza,N/A,2024-06-13,2024-06-22,n,2024,9
5107,Reactivation Care Centre - Finch Site - Southlake Hospital - 5 West,2111 Finch Ave W,hospital-chronic care,respiratory,COVID-19,N/A,2024-06-13,2024-06-21,n,2024,8
5108,Bendale Acres - 1st & 3rd Fl,2920 Lawrence Ave E,ltch,respiratory,COVID-19,N/A,2024-06-13,2024-06-25,n,2024,12
5109,Scarborough Health Network - Birchmount Hospital - 4A,3030 Birchmount Rd,hospital-acute care,other,CPE Unspecified (VIM),N/A,2024-06-13,2024-06-28,n,2024,15
5110,Belmont House - 5th Fl,55 Belmont St,retirement home,respiratory,COVID-19,N/A,2024-06-12,2024-06-19,n,2024,7
5111,Bill McMurray Residence,180 Sheridan Ave,retirement home,respiratory,COVID-19,N/A,2024-06-11,2024-06-20,n,2024,9
5112,Fudger House - 2 West & 3 West,439 Sherbourne St,ltch,respiratory,COVID-19,N/A,2024-06-11,2024-07-02,n,2024,21
5113,Extendicare Bayview,550 Cummer Ave,ltch,respiratory,COVID-19,N/A,2024-06-11,2024-07-02,n,2024,21
5114,Fieldstone Commons Care Community - 3A & 3B,1000 Ellesmere Rd,ltch,respiratory,COVID-19,N/A,2024-06-10,2024-06-19,n,2024,9
5115,Dom Lipa - Wing 2,52 Neilson Dr,ltch,respiratory,COVID-19,N/A,2024-06-10,2024-06-18,n,2024,8
5116,Hawthorne Place Care Centre - Maple Lane - 1st Fl,2045 Finch Ave W,ltch,respiratory,COVID-19,N/A,2024-06-09,2024-06-20,n,2024,11
5117,Carefree Lodge - 2nd Fl,306 Finch Ave E,ltch,respiratory,COVID-19,N/A,2024-06-08,2024-06-15,n,2024,7
5118,Sunnybrook Health Sciences Centre - D6,2075 Bayview Ave,hospital-acute care,respiratory,COVID-19,N/A,2024-06-07,2024-06-15,n,2024,8
5119,Kensington Gardens South - 1 West & 1 East,25 Brunswick Ave,ltch,enteric,Norovirus,N/A,2024-06-07,2024-06-21,n,2024,14
5120,Centennial Park Place,25 Centennial Park Rd,retirement home,respiratory,Unable to identify,N/A,2024-06-06,2024-06-15,n,2024,9
5121,"Tony Stacey Centre for Veterans Care - 1st Fl South, 2nd Fl South & 2nd Fl East",59 Lawson Rd,ltch,respiratory,Parainfluenza,N/A,2024-06-06,2024-06-21,n,2024,15
5122,Gibson Long-Term Care Residence - 1st Fl,1925 Steeles Ave E,ltch,respiratory,Parainfluenza,N/A,2024-06-05,2024-06-20,n,2024,15
5123,Kensington Gardens South - 1 East & 2 East,25 Brunswick Ave,ltch,respiratory,COVID-19,N/A,2024-06-05,2024-06-20,n,2024,15
5124,Centre for Addiction and Mental Health - Queen Site - PRT5,1001 Queen St W,hospital-psychiatric,respiratory,COVID-19,N/A,2024-06-04,2024-06-11,n,2024,7
5125,Fudger House - 1 East,439 Sherbourne St,ltch,respiratory,Coronavirus*,N/A,2024-06-04,2024-06-17,n,2024,13
5126,Seven Oaks - 3rd Fl,9 Neilson Rd,ltch,respiratory,COVID-19,N/A,2024-06-03,2024-06-17,n,2024,14
5127,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LFSW,2075 Bayview Ave,ltch,respiratory,Rhinovirus,N/A,2024-05-31,2024-06-21,n,2024,21
5128,Toronto East Health Network - Michael Garron Hospital - B3,825 Coxwell Ave,hospital-acute care,respiratory,COVID-19,N/A,2024-05-31,2024-06-07,n,2024,7
5129,The Village of Humber Heights,2245 Lawrence Ave West,retirement home,respiratory,COVID-19,N/A,2024-05-30,2024-06-11,n,2024,12
5130,Harold and Grace Baker Centre LTCH - C Wing,1 Northwestern Ave,ltch,respiratory,COVID-19,N/A,2024-05-29,2024-06-14,n,2024,16
5131,University Health Network - Bickle Centre - South 5,130 Dunn Ave,hospital-chronic care,respiratory,COVID-19,N/A,2024-05-29,2024-06-08,n,2024,10
5132,Humber Meadows Long Term Care Home - Douglas South,2109 Finch Ave W,ltch,respiratory,Parainfluenza,N/A,2024-05-29,2024-06-07,n,2024,9
5133,"Fountain View Care Community - 1A Terrace, 2A Breezeway & 2B Lakeside",1800 O'Connor Dr,ltch,respiratory,Parainfluenza,Coronavirus*,2024-05-28,2024-06-22,n,2024,25
5134,Hellenic Home for the Aged - 2nd Fl,2411 Lawrence Ave E,ltch,respiratory,COVID-19,N/A,2024-05-28,2024-06-18,n,2024,21
5135,Shepherd Lodge - 2 South,3760 Sheppard Ave East,ltch,respiratory,Unable to identify,N/A,2024-05-27,2024-06-05,n,2024,9
5136,"Shepherd Lodge - 6 South, 6 North & 2 South",3760 Sheppard Ave East,ltch,respiratory,COVID-19,N/A,2024-05-27,2024-06-09,n,2024,13
5137,Toronto East Health Network - AHF - Atrium at Kew Beach RR - 1st Fl,500 Kingston Rd,hospital-chronic care,respiratory,COVID-19,N/A,2024-05-27,2024-06-04,n,2024,8
5138,Seven Oaks - 2nd Fl,9 Neilson Rd,ltch,respiratory,Rhinovirus,N/A,2024-05-27,2024-06-05,n,2024,9
5139,Kennedy Lodge - Ground Fl,1400 Kennedy Rd,ltch,respiratory,COVID-19,N/A,2024-05-26,2024-05-31,n,2024,5
5140,Downsview Long Term Care Centre - 1 East,3595 Keele St,ltch,respiratory,Coronavirus*,N/A,2024-05-26,2024-06-02,n,2024,7
5141,Kipling Acres - Thistletown Unit,2233 Kipling Ave,ltch,respiratory,COVID-19,N/A,2024-05-25,2024-06-05,n,2024,11
5142,Wesburn Manor - 2 & 3 South,400 The West Mall,ltch,respiratory,COVID-19,N/A,2024-05-25,2024-06-11,n,2024,17
5143,The Kensington Gardens (North) - 1 East,45 Brunswick Ave,ltch,respiratory,COVID-19,N/A,2024-05-25,2024-06-03,n,2024,9
5144,Trillium Health Partners - McCall Continuing Care - 2nd Fl,140 Sherway Drive,hospital-chronic care,respiratory,COVID-19,N/A,2024-05-24,2024-06-03,n,2024,10
5145,Unity Health Toronto - St. Joseph's Health Centre - 6M,30 The Queensway,hospital-acute care,other,CPE Enterobacter cloacae (KPC),N/A,2024-05-23,2024-06-22,n,2024,30
5146,Chartwell Westbury Long Term Care Residence - 4th Fl,495 The West Mall,ltch,respiratory,COVID-19,N/A,2024-05-23,2024-06-03,n,2024,11
5147,Toronto East Health Network - AHF - Atrium at Kew Beach RR - 3W,500 Kingston Rd,hospital-chronic care,respiratory,COVID-19,N/A,2024-05-23,2024-05-31,n,2024,8
5148,Chartwell Lansing Retirement Residence - 1st Fl,10 Senlac Rd,retirement home,respiratory,COVID-19,N/A,2024-05-22,2024-05-30,n,2024,8
5149,University Health Network - Toronto General - 6ES,200 Elizabeth St,hospital-acute care,respiratory,COVID-19,N/A,2024-05-22,2024-05-31,n,2024,9
5150,Norfinch Care Community - North York - 2A,22 Norfinch Dr,ltch,respiratory,COVID-19,N/A,2024-05-22,2024-05-30,n,2024,8
5151,Lakeside Long Term Care Centre,150 Dunn Ave,ltch,respiratory,Parainfluenza,Rhinovirus,2024-05-21,2024-06-06,n,2024,16
5152,Delmanor Wynford - 4th & 6th Fl,187 Wynford Dr,retirement home,respiratory,COVID-19,N/A,2024-05-21,2024-05-30,n,2024,9
5153,Labdara Lithuanian Nursing Home - 2nd Fl,5 Resurrection Rd,ltch,respiratory,COVID-19,N/A,2024-05-21,2024-05-27,n,2024,6
5154,Dom Lipa - 2nd Fl,52 Neilson Dr,retirement home,respiratory,COVID-19,N/A,2024-05-21,2024-05-31,n,2024,10
5155,Terraces of Baycrest - T4,55 Ameer Ave,retirement home,respiratory,COVID-19,N/A,2024-05-21,2024-05-29,n,2024,8
5156,Cheltenham Care Community - 2nd & 3rd Fl,5935 Bathurst St,ltch,respiratory,COVID-19,N/A,2024-05-21,2024-06-08,n,2024,18
5157,Chartwell White Eagle Long Term Care Residence - 2nd Fl,138 Dowling Ave,ltch,respiratory,COVID-19,N/A,2024-05-20,2024-06-05,n,2024,16
5158,Fairview Nursing Home - 1st Fl,14 Cross St,ltch,respiratory,COVID-19,N/A,2024-05-20,2024-05-28,n,2024,8
5159,Sunnybrook Health Sciences Centre - RCC - A3S,200 Church St,hospital-chronic care,respiratory,Rhinovirus,N/A,2024-05-20,2024-05-28,n,2024,8
5160,The Kensington Gardens - 3 East Unit,25 Brunswick Ave,ltch,respiratory,COVID-19,N/A,2024-05-18,2024-05-24,n,2024,6
5161,"Scarborough Retirement Residence - 2nd, 4th, 5th & 7th Fl",148 Markham Rd,retirement home,respiratory,COVID-19,N/A,2024-05-17,2024-06-03,n,2024,17
5162,Humber Meadows LTCH - Aster North,2109 Finch Ave W,ltch,respiratory,Parainfluenza,N/A,2024-05-17,2024-05-27,n,2024,10
5163,Delmanor Northtown,5351 Yonge St,retirement home,respiratory,COVID-19,N/A,2024-05-17,2024-05-29,n,2024,12
5164,Toronto East Health Network - Michael Garron Hospital - A3,825 Coxwell Ave,hospital-acute care,respiratory,COVID-19,N/A,2024-05-17,2024-05-24,n,2024,7
5165,Cummer Lodge - 2S,205 Cummer Ave,ltch,respiratory,COVID-19,N/A,2024-05-16,2024-05-24,n,2024,8
5166,William Osler Health System - Etobicoke - 10E Medicine Unit,101 Humber College Blvd,hospital-acute care,respiratory,COVID-19,N/A,2024-05-15,2024-05-24,n,2024,9
5167,Midland Gardens Care Community - 4th Fl,130 Midland Ave,ltch,respiratory,Parainfluenza,N/A,2024-05-15,2024-05-30,n,2024,15
5168,Weston Terrace Care Community - 4A,2005 Lawrence Ave W,ltch,respiratory,COVID-19,N/A,2024-05-15,2024-05-27,n,2024,12
5169,Scarborough Health Network - Scarborough General - T7,3050 Lawrence Ave E,hospital-acute care,respiratory,COVID-19,N/A,2024-05-15,2024-05-31,n,2024,16
5170,Mon Sheong Home for the Aged - 5th Fl,36 D'Arcy St,ltch,respiratory,COVID-19,N/A,2024-05-15,2024-05-25,n,2024,10
5171,"Villa Colombo Homes for the Aged - 2 Fidani, 2 Fusco West, 2 Fusco North, 2 Fusco South, 3 Fusco West, 5 Fusco South, 5 Fusco North & 5 Fusco West",40 Playfair Ave,ltch,respiratory,COVID-19,N/A,2024-05-15,2024-06-07,n,2024,23
5172,West Park Long Term Care Centre - Hughes/Prittie,82 Buttonwood Ave,ltch,respiratory,COVID-19,N/A,2024-05-15,2024-05-25,n,2024,10
5173,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LTSE,2075 Bayview Ave,ltch,respiratory,COVID-19,N/A,2024-05-14,2024-05-23,n,2024,9
5174,Sherbourne Place - 4th Fl,345 Sherbourne St,ltch,respiratory,COVID-19,N/A,2024-05-14,2024-05-23,n,2024,9
5175,North York General Hospital - 5W,4001 Leslie St,hospital-acute care,respiratory,COVID-19,N/A,2024-05-14,2024-05-23,n,2024,9
5176,Age Care Westbury - 3rd & 6th Fl,495 The West Mall,ltch,respiratory,Coronavirus*,N/A,2024-05-14,2024-05-31,n,2024,17
5177,Dom Lipa - K Wing,52 Neilson Drive,ltch,respiratory,COVID-19,N/A,2024-05-14,2024-05-27,n,2024,13
5178,Copernicus Lodge - 6 South,66 Roncesvalles Ave,ltch,respiratory,COVID-19,N/A,2024-05-14,2024-05-21,n,2024,7
5179,The Heritage Nursing Home - 2nd & 4th Fl,1195 Queen St E,ltch,respiratory,COVID-19,N/A,2024-05-13,2024-06-06,n,2024,24
5180,Chartwell Gibson Long Term Care Residence - 4th Fl,1925 Steeles Ave E,ltch,respiratory,COVID-19,N/A,2024-05-13,2024-05-27,n,2024,14
5181,RCC Finch Site - Mackenzie Health - 4 East,2111 Finch Ave W,hospital-chronic care,respiratory,Coronavirus*,N/A,2024-05-13,2024-05-20,n,2024,7
5182,Cedarbrook Lodge Retirement Residence - 3rd & 4th Fl,520 Markham Rd,retirement home,respiratory,Enterovirus/ Rhinovirus,N/A,2024-05-13,2024-05-23,n,2024,10
5183,Runnymede Healthcare Centre - 3E,625 Runnymede Rd,hospital-chronic care,respiratory,Parainfluenza,N/A,2024-05-13,2024-05-20,n,2024,7
5184,Fieldstone Commons Care Community - 4A,1000 Ellesmere Rd,ltch,respiratory,COVID-19,N/A,2024-05-12,2024-05-27,n,2024,15
5185,Sunnybrook Health Sciences Centre - Bayview Campus - C2,2075 Bayview Ave,hospital-acute care,respiratory,COVID-19,N/A,2024-05-12,2024-05-20,n,2024,8
5186,Valleyview Residence - 2E,541 Finch Ave W,ltch,respiratory,COVID-19,N/A,2024-05-12,2024-05-27,n,2024,15
5187,Harmony Hills Care Community - Unit 3B,1800 O'Connor Dr,ltch,respiratory,Parainfluenza,N/A,2024-05-11,2024-05-23,n,2024,12
5188,Trillium Health Partners - Queensway - Orthopedic Unit,150 Sherway Drive,hospital-acute care,respiratory,COVID-19,N/A,2024-05-09,2024-05-13,n,2024,4
5189,Gibson Long-Term Care Residence - 2nd & 4th Fl,1925 Steeles Ave E,ltch,respiratory,Parainfluenza,Coronavirus*,2024-05-09,2024-06-03,n,2024,25
5190,Age Care Trilogy - 1st Fl Oakview,340 McCowan Rd,ltch,respiratory,Metapneumovirus,N/A,2024-05-09,2024-05-18,n,2024,9
5191,Copernicus Lodge - 2 North,66 Roncesvalles Ave,ltch,respiratory,Coronavirus*,N/A,2024-05-09,2024-05-17,n,2024,8
5192,Fairview Nursing Home - 2nd & 3rd Fl,14 Cross St,ltch,respiratory,Metapneumovirus,Rhinovirus,2024-05-08,2024-05-16,n,2024,8
5193,University Health Network - Toronto General - 7MA,200 Elizabeth St,hospital-acute care,respiratory,COVID-19,N/A,2024-05-08,2024-05-14,n,2024,6
5194,Wesburn Manor - 4 North,400 The West Mall,ltch,respiratory,Unable to identify,N/A,2024-05-08,2024-05-19,n,2024,11
5195,Kipling Acres - 3 North East Smithfield,2233 Kipling Ave,ltch,respiratory,COVID-19,N/A,2024-05-07,2024-05-10,n,2024,3
5196,Cedarbrook Lodge Retirement Residence - 4th Fl,520 Markham Rd,retirement home,respiratory,COVID-19,N/A,2024-05-07,2024-05-22,n,2024,15
5197,Cedarbrook Lodge - Transitional Care Unit - 5th Fl Bayshore,520 Markham Rd,transitional care,respiratory,COVID-19,N/A,2024-05-07,2024-05-21,n,2024,14
5198,Sinai Health System - Hennick Bridgepoint - 3N,1 Bridgepoint Dr,hospital-chronic care,respiratory,COVID-19,N/A,2024-05-06,2024-05-13,n,2024,7
5199,McNicoll Manor/Moll Berczy Haus,1020 McNicoll Ave,retirement home,respiratory,COVID-19,N/A,2024-05-06,2024-05-22,n,2024,16
5200,"New Horizons Tower - 6th, 9th, 14th, 15th & 16th Fl",1140 Bloor St W,retirement home,respiratory,COVID-19,N/A,2024-05-06,2024-05-21,n,2024,15
5201,Bendale Acres - 2 West,2920 Lawrence Ave E,ltch,respiratory,COVID-19,N/A,2024-05-06,2024-05-13,n,2024,7
5202,The Claremont - 3rd Fl,305 Balliol St,retirement home,respiratory,COVID-19,N/A,2024-05-06,2024-05-13,n,2024,7
5203,"Copernicus Lodge - 2 North, 2 South & 3 South",66 Roncesvalles Ave,ltch,enteric,Norovirus,N/A,2024-05-05,2024-05-27,n,2024,22
5204,Cummer Lodge - Unit 4S,205 Cummer Ave,ltch,respiratory,Influenza A (Not subtyped),"Coronavirus*, Enterovirus/ Rhinovirus",2024-05-03,2024-05-14,n,2024,11
5205,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LGSE,2075 Bayview Ave,ltch,respiratory,COVID-19,N/A,2024-05-03,2024-05-15,n,2024,12
5206,The Village of Humber Heights - 1st Fl (Lambton) & East Wing,2245 Lawrence Ave W,ltch,respiratory,COVID-19,N/A,2024-05-03,2024-06-09,n,2024,37
5207,Hawthorne Place Care Centre - Honeysuckle Unit & 1st Fl Convalescent,2045 Finch Ave W,ltch,respiratory,Parainfluenza,N/A,2024-05-02,2024-05-26,n,2024,24
5208,Queens Estate Retirement Residence - 3rd & 4th Fl,265 Queens Dr,retirement home,respiratory,Parainfluenza,N/A,2024-05-02,2024-05-14,n,2024,12
5209,Unity Health Toronto - Providence - A5,3276 St. Clair Ave East,hospital-chronic care,respiratory,COVID-19,N/A,2024-05-02,2024-05-10,n,2024,8
5210,Ina Grafton Gage Home - Unit 4,40 Bell Estate Rd,ltch,respiratory,Parainfluenza,N/A,2024-05-02,2024-05-17,n,2024,15
5211,Hellenic Care for Seniors,215 Tyrrel Ave,ltch,respiratory,Rhinovirus,Coronavirus*,2024-05-01,2024-05-14,n,2024,13
5212,Hellenic Home for The Aged - 3B,2411 Lawrence Ave E,ltch,enteric,Unable to identify,N/A,2024-05-01,2024-05-08,n,2024,7
5213,Trillium Health Partners - McCall Centre for Continuing Care - 4th Fl,140 Sherway Dr,hospital-chronic care,respiratory,Influenza A (Not subtyped),N/A,2024-04-30,2024-05-09,n,2024,9
5214,Isabel and Arthur Meighen Manor - Fisher Unit,155 Millwood Rd,ltch,respiratory,Coronavirus*,N/A,2024-04-30,2024-05-09,n,2024,9
5215,Elm Grove Living Centre - 2nd Fl (East),35 Elm Grove Ave,ltch,respiratory,COVID-19,N/A,2024-04-30,2024-05-17,n,2024,17
5216,Centre For Addiction And Mental Health - GAU A,1001 Queen St W,hospital-psychiatric,respiratory,Respiratory syncytial virus,N/A,2024-04-29,2024-05-07,n,2024,8
5217,Tendercare Living Centre - 2E & 2W,1020 Mcnicoll Ave,ltch,respiratory,COVID-19,N/A,2024-04-29,2024-05-15,n,2024,16
5218,"The Heritage Nursing Home - 1st, 3rd & 4th Fl",1195 Queen St E,ltch,respiratory,Coronavirus*,Rhinovirus,2024-04-29,2024-05-23,n,2024,24
